word,type,cefr,phon_br,phon_n_am,definition,example,vietnamese,synonyms,antonyms
involvement,noun,c1,/ɪnˈvɒlvmənt/,/ɪnˈvɑːlvmənt/,the act of taking part in something or dealing with somebody,"involvement in something, US involvement in European wars","Sự tham gia, Sự liên quan, Sự can dự","participation, engagement, contribution","detachment, disengagement, aloofness"
ironic,adjective,c1,/aɪˈrɒnɪk/,/aɪˈrɑːnɪk/,showing that you really mean the opposite of what you are saying; expressing irony,an ironic comment,"mỉa mai, châm biếm, nói mát","sarcastic, satirical, acerbic","sincere, candid, forthright"
ironically,adverb,c1,/aɪˈrɒnɪkli/,/aɪˈrɑːnɪkli/,in a way that shows that you really mean the opposite of what you are saying; in a way that expresses irony,He smiled ironically.,"Mỉa mai, Một cách mỉa mai, Châm biếm","paradoxically, sardonically, satirically","literally, candidly, unequivocally"
irony,noun,c1,/ˈaɪrəni/,/ˈaɪrəni/,the funny or strange aspect of a situation that is very different from what you expect; a situation like this,It was one of life's little ironies.,"Trớ trêu, Sự mỉa mai, Nghịch lý","paradox, contradiction, incongruity","consistency, predictability, congruity"
irrelevant,adjective,c1,/ɪˈreləvənt/,/ɪˈreləvənt/,not important to or connected with a situation,totally/completely/largely irrelevant,"Không liên quan, Không quan trọng, Vô nghĩa","extraneous, immaterial, inconsequential","pertinent, germane, apposite"
isolation,noun,c1,/ˌaɪsəˈleɪʃn/,/ˌaɪsəˈleɪʃn/,the act of separating somebody/something; the state of being separate,geographical isolation,"cách ly, sự cô lập, sự tách biệt","seclusion, alienation, estrangement","integration, inclusion, solidarity"
judicial,adjective,c1,/dʒuˈdɪʃl/,/dʒuˈdɪʃl/,"connected with a court, a judge or legal judgement",judicial powers,"Tư pháp, Pháp lý, Tòa án","juridical, adjudicative, forensic","extrajudicial, arbitrary, discretionary"
junction,noun,c1,/ˈdʒʌŋkʃn/,/ˈdʒʌŋkʃn/,the place where two or more roads or railway lines meet,It was near the junction of City Road and Old Street.,"Giao lộ, Điểm giao cắt, Ngã ba","intersection, crossroads, interchange","divergence, separation, disjunction"
jurisdiction,noun,c1,/ˌdʒʊərɪsˈdɪkʃn/,/ˌdʒʊrɪsˈdɪkʃn/,the authority that an official organization has to make legal decisions about somebody/something,"jurisdiction over somebody/something, The English court had no jurisdiction over the defendants.","Thẩm quyền, Quyền hạn, Quyền tài phán","authority, prerogative, remit","subordination, incompetence, illegitimacy"
just,adjective,c1,/dʒʌst/,/dʒʌst/,that most people consider to be morally fair and reasonable,a just decision/law/society,"Công bằng, Chính nghĩa, Chính đáng","equitable, impartial, upright","unjust, iniquitous, arbitrary"
justification,noun,c1,/ˌdʒʌstɪfɪˈkeɪʃn/,/ˌdʒʌstɪfɪˈkeɪʃn/,a good reason why something exists or is done,"justification for doing something, I can see no possible justification for any further tax increases.","Sự biện minh, Lý do chính đáng, Cơ sở","rationale, vindication, substantiation","arbitrariness, unwarrantedness, capriciousness"
kidnap,verb,c1,/ˈkɪdnæp/,/ˈkɪdnæp/,"to take somebody away illegally and keep them as a prisoner, especially in order to get money or something else for returning them",Two businessmen have been kidnapped by terrorists.,"Bắt cóc, Bắt cóc tống tiền, Bắt cóc con tin","abduct, seize, ransom","release, liberate, emancipate"
kidney,noun,c1,/ˈkɪdni/,/ˈkɪdni/,either of the two organs in the body that remove waste products from the blood and produce urine,a kidney infection,"Thận, Cật, Quả thận","reins, nephros, renal","heart, lung, liver"
kingdom,noun,c1,/ˈkɪŋdəm/,/ˈkɪŋdəm/,a country that has a king or queen as head of state (= official leader of the country),the United Kingdom,"Vương quốc, Quốc gia quân chủ, Vương thổ","monarchy, realm, empire","republic, democracy, commonwealth"
lad,noun,c1,/læd/,/læd/,a boy or young man,Things have changed since I was a lad.,"cậu bé, chàng trai, thanh niên","youth, adolescent, stripling","elder, matron, doyen"
landlord,noun,c1,/ˈlændlɔːd/,/ˈlændlɔːrd/,"a person or company from whom you rent a room, a house, an office, etc.",a buy-to-let landlord (= who buys houses and flats in order to rent them out),"Chủ nhà,Chủ trọ,Chủ cho thuê","lessor, proprietor, freeholder","lessee, leaseholder, occupant"
landmark,noun,c1,/ˈlændmɑːk/,/ˈlændmɑːrk/,"something, such as a large building, that you can see clearly from a distance and that will help you to know where you are",The Empire State Building is a familiar landmark on the New York skyline.,"Điểm mốc, Địa danh, Dấu hiệu nhận biết","beacon, monument, reference point","obscurity, nondescript, inconspicuousness"
lap,noun,c1,/læp/,/læp/,the top part of your legs that forms a flat surface when you are sitting down,"on somebody's lap, There's only one seat so you'll have to sit on my lap.","Lòng, Đùi, Vùng đùi","platform, support, receptacle","spine, soles, nape"
large-scale,adjective,c1,/ˌlɑːdʒ ˈskeɪl/,/ˌlɑːrdʒ ˈskeɪl/,"involving many people or things, especially over a wide area",Large areas of the forest will be cleared for ranching as part of a large-scale development plan.,"Quy mô lớn, Đại trà, Rộng khắp","extensive, widespread, comprehensive","localized, confined, circumscribed"
laser,noun,c1,/ˈleɪzə(r)/,/ˈleɪzər/,"a device that gives out light in which all the waves oscillate (= change direction and strength) together, typically producing a powerful beam of light that can be used for cutting metal, in medical operations, etc.",a laser beam,"la-de, laze, laser","spotlight, beam, emitter","ambient light, glow, darkness"
latter,adjective,c1,/ˈlætə(r)/,/ˈlætər/,used to refer to the second of two things or people mentioned,He chose the latter option.,"Cái sau, Người sau, Thứ hai","subsequent, following, succeeding","former, preceding, prior"
latter,noun,c1,/ˈlætə(r)/,/ˈlætər/,the second of two things or people mentioned,He presented two solutions. The latter seems much better.,"cái sau, người sau, thứ hai","subsequent, posterior, ensuing","former, preceding, antecedent"
lawn,noun,c1,/lɔːn/,/lɔːn/,"an area of ground covered in short grass in a garden or park, or used for playing a game on",In summer we have to mow the lawn twice a week.,"Bãi cỏ, Thảm cỏ, Sân cỏ","turf, sward, greensward","wilderness, wasteland, barren land"
lawsuit,noun,c1,/ˈlɔːsuːt/,/ˈlɔːsuːt/,a claim or complaint against somebody that a person or an organization can make in court,He filed a lawsuit against his record label.,"Vụ kiện, Kiện tụng, Đơn kiện","litigation, action, suit","settlement, reconciliation, accord"
layout,noun,c1,/ˈleɪaʊt/,/ˈleɪaʊt/,"the way in which the parts of something such as the page of a book, a website, a garden or a building are arranged",the layout of streets,"Bố cục, Bố trí, Thiết kế","configuration, arrangement, composition","disarray, chaos, haphazardness"
leak,noun,c1,/liːk/,/liːk/,a small hole that lets liquid or gas flow in or out of something by accident,a leak in the roof,"Rò rỉ, Lỗ rò, Thủng","perforation, fissure, rupture","seal, plug, containment"
leak,verb,c1,/liːk/,/liːk/,to allow liquid or gas to get in or out through a small hole,a leaking pipe,"rò rỉ, thấm, xì","seep, ooze, exude","contain, seal, retain"
leap,noun,c1,/liːp/,/liːp/,a long or high jump,a leap of six metres,"Phóng, Nhảy vọt, Bật","Bound, Vault, Spring","Descend, Plummet, Crawl"
leap,verb,c1,/liːp/,/liːp/,to jump high or a long way,"+ adv./prep., A dolphin leapt out of the water.","Nhảy vọt, Phóng, Bật nhảy","bound, spring, vault","descend, plummet, crouch"
legacy,noun,c1,/ˈleɡəsi/,/ˈleɡəsi/,money or property that is given to you by somebody when they die,They each received a legacy of $5 000.,"Di sản, Gia sản, Tài sản thừa kế","inheritance, bequest, endowment","debt, liability, forfeiture"
legendary,adjective,c1,/ˈledʒəndri/,/ˈledʒənderi/,very famous and talked about a lot by people,a legendary figure,"Huyền thoại, Lừng danh, Lừng lẫy","iconic, renowned, illustrious","obscure, unremarkable, inconsequential"
legislation,noun,c1,/ˌledʒɪsˈleɪʃn/,/ˌledʒɪsˈleɪʃn/,a law or a set of laws passed by a parliament,an important piece of legislation,"Luật pháp, Pháp luật, Luật","statute, enactment, decree","anarchy, lawlessness, deregulation"
legislative,adjective,c1,/ˈledʒɪslətɪv/,/ˈledʒɪsleɪtɪv/,connected with the act of making and passing laws,a legislative assembly/body/council,"Lập pháp, Thuộc về lập pháp, Có tính lập pháp","statutory, parliamentary, lawmaking","executive, judicial, non-statutory"
legislature,noun,c1,/ˈledʒɪslətʃə(r)/,/ˈledʒɪsleɪtʃər/,a group of people who have the power to make and change laws,a democratically elected legislature,"Quốc hội, Cơ quan lập pháp, Nghị viện","parliament, congress, assembly","executive, judiciary, electorate"
legitimate,adjective,c1,/lɪˈdʒɪtɪmət/,/lɪˈdʒɪtɪmət/,for which there is a fair and acceptable reason,a legitimate grievance,"Chính đáng, Hợp lý, Có cơ sở","valid, justifiable, warranted","illegitimate, unjustified, unwarranted"
lengthy,adjective,c1,/ˈleŋkθi/,/ˈleŋkθi/,"very long, and often too long, in time or size",lengthy delays,"dài dòng, kéo dài, rườm rà","protracted, prolonged, voluminous","concise, succinct, terse"
lesbian,adjective,c1,/ˈlezbiən/,/ˈlezbiən/,sexually attracted to other women; connected with lesbians,the lesbian and gay community,"đồng tính nữ, les, người đồng tính nữ","homosexual, sapphic, gay","heterosexual, straight, androphilic"
lesser,adjective,c1,/ˈlesə(r)/,/ˈlesər/,"not as great in size, amount or importance as something/somebody else",people of lesser importance,"nhỏ hơn, ít hơn, thấp hơn","inferior, subordinate, secondary","superior, paramount, predominant"
lethal,adjective,c1,/ˈliːθl/,/ˈliːθl/,causing or able to cause death,She had been given a lethal dose of poison.,"Chết người, Gây tử vong, Gây chết","fatal, deadly, mortal","benign, innocuous, salutary"
liable,adjective,c1,/ˈlaɪəbl/,/ˈlaɪəbl/,legally responsible for paying the cost of something,You will be liable for any damage caused.,"chịu trách nhiệm, có nghĩa vụ, phải chịu","accountable, obligated, indebted","exempt, immune, absolved"
liberal,adjective,c1,/ˈlɪbərəl/,/ˈlɪbərəl/,"willing to understand and respect other people’s behaviour, opinions, etc., especially when they are different from your own; believing people should be able to choose how they behave",liberal attitudes/views/opinions,"Cởi mở, Khoan dung, Tự do","tolerant, broad-minded, unprejudiced","intolerant, narrow-minded, bigoted"
liberal,noun,c1,/ˈlɪbərəl/,/ˈlɪbərəl/,"a person who understands and respects other people’s opinions and behaviour, especially when they are different from their own",He liked to think of himself as a liberal.,"Rộng lượng, Khoan dung, Cởi mở","tolerant, broad-minded, open-minded","intolerant, bigoted, narrow-minded"
liberation,noun,c1,/ˌlɪbəˈreɪʃn/,/ˌlɪbəˈreɪʃn/,the act or process of freeing a country or a person from the control of somebody else,a war of liberation,"Giải phóng, Độc lập, Tự do","emancipation, deliverance, enfranchisement","subjugation, enslavement, oppression"
liberty,noun,c1,/ˈlɪbəti/,/ˈlɪbərti/,freedom to live as you choose without too many limits from government or authority,the fight for justice and liberty,"Tự do, Quyền tự do, Tự chủ","autonomy, emancipation, sovereignty","subjugation, oppression, bondage"
license,verb,c1,/ˈlaɪsns/,/ˈlaɪsns/,"to give somebody official permission to do, own, or use something","license something, The new drug has not yet been licensed in the US.","Cấp phép, Cấp giấy phép, Cho phép","Authorize, Sanction, Grant","Prohibit, Deny, Revoke"
lifelong,adjective,c1,/ˈlaɪflɒŋ/,/ˈlaɪflɔːŋ/,lasting or existing all through your life,Paul became his lifelong friend.,"suốt đời, trọn đời, cả đời","enduring, perpetual, unceasing","ephemeral, transient, fleeting"
likelihood,noun,c1,/ˈlaɪklihʊd/,/ˈlaɪklihʊd/,the chance of something happening; how likely something is to happen,There is very little likelihood of that happening.,"Khả năng, Xác suất, Tỷ lệ","probability, prospect, plausibility","improbability, unlikelihood, inconceivability"
limb,noun,c1,/lɪm/,/lɪm/,"an arm or a leg; a similar part of an animal, such as a wing",an artificial limb,"Chi, Tay chân, Chi thể","appendage, extremity, member","torso, trunk, core"
line-up,noun,c1,/ˈlaɪn ʌp/,/ˈlaɪn ʌp/,the people who are going to take part in a particular event,an impressive line-up of speakers,"Đội hình, Danh sách người tham gia, Thành phần tham dự","roster, ensemble, contingent","disbandment, solitude, exclusion"
linear,adjective,c1,/ˈlɪniə(r)/,/ˈlɪniər/,of or in lines,In his art he broke the laws of scientific linear perspective.,"tuyến tính, thẳng hàng, theo đường thẳng","straightforward, sequential, rectilinear","circuitous, discontinuous, meandering"
linger,verb,c1,/ˈlɪŋɡə(r)/,/ˈlɪŋɡər/,to continue to exist for longer than expected,The faint smell of her perfume lingered in the room.,"dài dẳng, kéo dài, tồn tại dai dẳng","Persist, Endure, Tarry","Cease, Dissipate, Abate"
listing,noun,c1,/ˈlɪstɪŋ/,/ˈlɪstɪŋ/,"a list, especially an official or published list of people or things, often arranged in alphabetical order",a comprehensive listing of all airlines,"Danh sách, Mục, Bảng kê","register, directory, catalogue","disarray, chaos, jumble"
literacy,noun,c1,/ˈlɪtərəsi/,/ˈlɪtərəsi/,the ability to read and write,a campaign to promote adult literacy,"biết chữ, khả năng đọc viết, hiểu biết chữ nghĩa","erudition, scholarship, intellectualism","ignorance, benightedness, incomprehension"
liver,noun,c1,/ˈlɪvə(r)/,/ˈlɪvər/,a large organ in the body that cleans the blood and produces bile,liver disease,"Gan, Lá gan, Bộ gan","hepatic organ, viscus, glandular organ","appendage, epidermis, skeletal component"
lobby,noun,c1,/ˈlɒbi/,/ˈlɑːbi/,a large area inside the entrance of a public building where people can meet and wait,a hotel lobby,"Sảnh, Đại sảnh, Tiền sảnh","foyer, vestibule, antechamber","sanctum, recess, inner sanctum"
lobby,verb,c1,/ˈlɒbi/,/ˈlɑːbi/,"to try to influence a politician or the government and, for example, persuade them to support or oppose a change in the law",Farmers will lobby Congress for higher subsidies.,"Vận động, Thuyết phục, Ảnh hưởng","advocate, campaign, press","abstain, desist, disengage"
log,noun,c1,/lɒɡ/,/lɔːɡ/,a thick piece of wood that is cut from or has fallen from a tree,logs for the fire,"Thân cây, Gỗ tròn, Khúc gỗ","timber, trunk, billet","splinter, sawdust, kindling"
log,verb,c1,/lɒɡ/,/lɔːɡ/,to put information in an official record or write a record of events,The police log all phone calls.,"ghi chép, ghi vào sổ, nhập dữ liệu","document, chronicle, register","expunge, obliterate, omit"
logic,noun,c1,/ˈlɒdʒɪk/,/ˈlɑːdʒɪk/,a way of thinking or explaining something,I fail to see the logic behind his argument.,"Logic, Lý lẽ, Lý luận","reasoning, rationale, coherence","irrationality, fallacy, absurdity"
long-standing,adjective,c1,/ˌlɒŋ ˈstændɪŋ/,/ˌlɔːŋ ˈstændɪŋ/,that has existed or lasted for a long time,a long-standing relationship,"Lâu đời, lâu năm, kéo dài từ lâu","enduring, perennial, entrenched","ephemeral, transient, evanescent"
long-time,adjective,c1,/ˈlɒŋ taɪm/,/ˈlɔːŋ taɪm/,having been the particular thing mentioned for a long time,his long-time colleague,"lâu năm, lâu đời, thâm niên","enduring, established, seasoned","ephemeral, transient, nascent"
loom,verb,c1,/luːm/,/luːm/,"to appear as a large shape that is not clear, especially in a frightening way",A dark shape loomed up ahead of us.,"Lù lù hiện ra, Mờ mịt hiện ra, Chập chờn hiện ra","impend, menace, hover","recede, vanish, abate"
loop,noun,c1,/luːp/,/luːp/,a shape like a curve or circle made by a line curving right round,The road went in a huge loop around the lake.,"Vòng, Vòng lặp, Khuyên","coil, helix, gyre","straightness, linearity, tangent"
loyalty,noun,c1,/ˈlɔɪəlti/,/ˈlɔɪəlti/,the quality of being constant in your support of somebody/something,Can I count on your loyalty?,"Trung thành, Lòng trung thành, Sự trung thành","fidelity, allegiance, steadfastness","treachery, betrayal, perfidy"
machinery,noun,c1,/məˈʃiːnəri/,/məˈʃiːnəri/,"machines as a group, especially large ones",agricultural/industrial machinery,"Máy móc, Máy móc thiết bị, Hệ thống máy móc","apparatus, equipment, plant","handcraft, artisanry, naturalness"
magical,adjective,c1,/ˈmædʒɪkl/,/ˈmædʒɪkl/,containing magic; used in magic,magical powers,"phép thuật, kỳ diệu, huyền bí","enchanting, mystical, supernatural","mundane, prosaic, rational"
magistrate,noun,c1,/ˈmædʒɪstreɪt/,/ˈmædʒɪstreɪt/,an official who acts as a judge in the lowest courts of law,to come up before the magistrates,"Thẩm phán, Thẩm phán sơ thẩm, Quan tòa","adjudicator, arbiter, jurist","litigant, defendant, plaintiff"
magnetic,adjective,c1,/mæɡˈnetɪk/,/mæɡˈnetɪk/,behaving like a magnet; that can be attracted by a magnet,magnetic materials,"Có từ tính, Mang từ tính, Từ tính","charismatic, compelling, alluring","repellent, repulsive, aversive"
magnitude,noun,c1,/ˈmæɡnɪtjuːd/,/ˈmæɡnɪtuːd/,the great size or importance of something; the degree to which something is large or important,We did not realize the magnitude of the problem.,"Mức độ, Độ lớn, Tầm quan trọng","significance, consequence, gravity","insignificance, triviality, negligibility"
mainland,noun,c1,/ðə ˈmeɪnlənd/,/ðə ˈmeɪnlənd/,"the main area of land of a country or region, not including any islands near to it","to/from the mainland, a boat to/from the mainland ","Đại lục, Lục địa, Đất liền","continent, terra firma, landmass","archipelago, atoll, cay"
mainstream,adjective,c1,/ˈmeɪnstriːm/,/ˈmeɪnstriːm/,considered normal because it reflects what is done or accepted by most people,mainstream culture/politics,"Phổ biến, Chính thống, Dòng chính","conventional, orthodox, prevalent","unconventional, heterodox, idiosyncratic"
mainstream,noun,c1,/ˈmeɪnstriːm/,/ˈmeɪnstriːm/,the ideas and opinions that are thought to be normal because they are shared by most people; the people whose ideas and opinions are most accepted,His radical views place him outside the mainstream of American politics.,"Dòng chính, Xu hướng chủ đạo, Chính thống","orthodoxy, consensus, convention","heterodoxy, fringe, dissent"
maintenance,noun,c1,/ˈmeɪntənəns/,/ˈmeɪntənəns/,the act of keeping something in good condition by checking or repairing it regularly,The school pays for heating and the maintenance of the buildings.,"Bảo trì, Duy tu, Bảo dưỡng","upkeep, preservation, servicing","neglect, deterioration, disrepair"
mandate,noun,c1,/ˈmændeɪt/,/ˈmændeɪt/,"the authority to do something, given to a government or other organization by the people who vote for it in an election",It is undemocratic to govern an area without an electoral mandate.,"Sự ủy nhiệm, Sự ủy quyền, Sự giao phó","authorization, prerogative, sanction","prohibition, interdiction, veto"
mandatory,adjective,c1,/ˈmændətəri/,/ˈmændətɔːri/,required by law,The offence carries a mandatory life sentence.,"Bắt buộc, Pháp định, Theo luật định","obligatory, compulsory, imperative","discretionary, voluntary, optional"
manifest,verb,c1,/ˈmænɪfest/,/ˈmænɪfest/,"to show something clearly, especially a feeling, an attitude or a quality",Social tensions were manifested in the recent political crisis.,"Biểu lộ, Thể hiện, Bộc lộ","evince, exhibit, reveal","conceal, suppress, obscure"
manipulate,verb,c1,/məˈnɪpjuleɪt/,/məˈnɪpjuleɪt/,"to control or influence somebody/something, often in a dishonest way so that they do not realize it","manipulate somebody/something, She uses her charm to manipulate people.","Thao túng, Giật dây, Dắt mũi","exploit, coerce, orchestrate","empower, liberate, facilitate"
manipulation,noun,c1,/məˌnɪpjuˈleɪʃn/,/məˌnɪpjuˈleɪʃn/,"behaviour that controls or influences somebody/something, often in a dishonest way so that they do not realize it",Advertising like this is a cynical manipulation of the elderly.,"Thao túng, Giật dây, Lèo lái","exploitation, subterfuge, maneuvering","empowerment, transparency, autonomy"
manuscript,noun,c1,/ˈmænjuskrɪpt/,/ˈmænjuskrɪpt/,"a copy of a book, piece of music, etc. before it has been printed",an unpublished/original manuscript,"bản thảo, bản viết tay, nguyên tác","draft, treatise, composition","publication, edition, volume"
march,noun,c1,/mɑːtʃ/,/mɑːrtʃ/,"an organized walk by many people from one place to another, in order to protest about something, or to express their opinions",protest marches,"biểu tình, tuần hành, diễu hành","demonstration, protest, rally","retreat, dispersal, acquiescence"
march,verb,c1,/mɑːtʃ/,/mɑːrtʃ/,to walk with stiff regular steps like a soldier,Quick march! (= the order to start marching),"Hành quân, Diễu binh, Đi đều","parade, stride, tramp","saunter, amble, meander"
marginal,adjective,c1,/ˈmɑːdʒɪnl/,/ˈmɑːrdʒɪnl/,small and not important,a marginal improvement in weather conditions,"không đáng kể, thứ yếu, nhỏ nhặt","inconsequential, negligible, peripheral","pivotal, substantial, consequential"
marine,adjective,c1,/məˈriːn/,/məˈriːn/,connected with the sea and the creatures and plants that live there,marine life,"biển, hải dương, nước mặn","aquatic, oceanic, pelagic","terrestrial, continental, subaerial"
marketplace,noun,c1,/ˈmɑːkɪtpleɪs/,/ˈmɑːrkɪtpleɪs/,"the activity of competing with other companies to buy and sell goods, services, etc.",Companies must be able to survive in the marketplace.,"Thị trường, Sân chơi, Thị trường cạnh tranh","commerce, trade, economy","monopoly, stagnation, command economy"
mask,noun,c1,/mɑːsk/,/mæsk/,"something that you wear over your face to hide it, or to frighten or entertain other people ",The robbers wore stocking masks.,"Mặt nạ, mặt giả, diện cụ","disguise, veil, cowl","revelation, exposure, unveiling"
massacre,noun,c1,/ˈmæsəkə(r)/,/ˈmæsəkər/,the killing of a large number of people especially in a cruel way,the bloody massacre of innocent civilians,"Thảm sát, Tàn sát, Giết chóc hàng loạt","slaughter, carnage, extermination","preservation, protection, safeguarding"
mathematical,adjective,c1,/ˌmæθəˈmætɪkl/,/ˌmæθəˈmætɪkl/,connected with or involving mathematics,mathematical calculations/problems/models,"toán học, thuộc toán học, mang tính toán học","analytical, quantitative, algorithmic","qualitative, subjective, intuitive"
mature,adjective,c1,/məˈtʃʊə(r)/,/məˈtʃʊr/,"behaving in a sensible way, like an adult",Jane is very mature for her age.,"Trưởng thành, Chín chắn, Khôn ngoan","judicious, prudent, sagacious","imprudent, impulsive, puerile"
mature,verb,c1,/məˈtʃʊə(r)/,/məˈtʃʊr/,to become fully grown or developed,This particular breed of cattle matures early.,"Trưởng thành, Chín muồi, Hoàn thiện","develop, evolve, flourish","stagnate, regress, deteriorate"
maximize,verb,c1,/ˈmæksɪmaɪz/,/ˈmæksɪmaɪz/,to increase something as much as possible,to maximize efficiency/fitness/profits,"Tối đa hóa, Phát huy tối đa, Tận dụng tối đa","optimize, enhance, augment","minimize, diminish, curtail"
meaningful,adjective,c1,/ˈmiːnɪŋfl/,/ˈmiːnɪŋfl/,serious and important,a meaningful relationship/discussion/experience,"Có ý nghĩa, Quan trọng, Hệ trọng","significant, substantial, consequential","trivial, inconsequential, superficial"
meantime,noun,c1,/ˈmiːntaɪm/,/ˈmiːntaɪm/,for a short period of time but not permanently,I'm changing my email address but for the meantime you can use the old one.,"Tạm thời, Trong khi đó, Trong lúc này","interim, provisional, transitory","permanently, indefinitely, perpetually"
medieval,adjective,c1,/ˌmediˈiːvl/,/ˌmediˈiːvl/,connected with the Middle Ages (about AD 1000 to AD 1450),medieval architecture/castles/manuscripts,"Trung cổ,Thời Trung cổ,Mang tính Trung cổ","feudal, gothic, archaic","contemporary, futuristic, postmodern"
meditation,noun,c1,/ˌmedɪˈteɪʃn/,/ˌmedɪˈteɪʃn/,"the practice of focusing your mind in silence, especially for religious reasons or in order to make your mind calm",She found peace through yoga and meditation.,"Thiền định, Thiền, Tĩnh tâm","contemplation, introspection, mindfulness","agitation, frenzy, turbulence"
melody,noun,c1,/ˈmelədi/,/ˈmelədi/,"a tune, especially the main tune in a piece of music written for several instruments or voices",a haunting melody,"Giai điệu, Điệu nhạc, Khúc nhạc","air, strain, theme","cacophony, discord, dissonance"
memo,noun,c1,/ˈmeməʊ/,/ˈmeməʊ/,an official note from one person to another in the same organization,to write/send a memo,"Bản ghi nhớ, Công văn, Thông báo","directive, bulletin, dispatch","rumor, hearsay, conjecture"
memoir,noun,c1,/ˈmemwɑː(r)/,/ˈmemwɑːr/,"an account written by somebody, especially somebody famous, about their life and experiences",O'Connor published a childhood memoir.,"Hồi ký, Tự truyện, Ký sự","autobiography, chronicle, reminiscence","prognostication, fabrication, conjecture"
memorial,noun,c1,/məˈmɔːriəl/,/məˈmɔːriəl/,"a statue, stone, etc. that is built in order to remind people of an important past event or of a famous person who has died",a war memorial (= in memory of soldiers who died in a war),"Đài tưởng niệm, Tượng đài, Bia tưởng niệm","monument, commemoration, relic","oblivion, erasure, disregard"
mentor,noun,c1,/ˈmentɔː(r)/,/ˈmentɔːr/,an experienced person who advises and helps somebody with less experience over a period of time,She was a friend and mentor to many young actors.,"Người hướng dẫn, Cố vấn, Người đỡ đầu","advisor, coach, counselor","mentee, protégé, novice"
merchant,noun,c1,/ˈmɜːtʃənt/,/ˈmɜːrtʃənt/,"a person who buys and sells goods in large quantities, especially one who imports and exports goods",a coal/wine merchant,"Thương nhân, Nhà buôn, Người buôn bán","trader, wholesaler, broker","consumer, producer, manufacturer"
mercy,noun,c1,/ˈmɜːsi/,/ˈmɜːrsi/,a kind or forgiving attitude towards somebody that you have the power to harm or right to punish,to ask/beg/plead for mercy,"khoan hồng, lòng trắc ẩn, sự nhân từ","clemency, leniency, forbearance","ruthlessness, vengeance, malevolence"
mere,adjective,c1,/mɪə(r)/,/mɪr/,"used when you want to emphasize how small, unimportant, etc. somebody/something is",It took her a mere 20 minutes to win.,"Chỉ, Vỏn vẹn, Đơn thuần","trivial, inconsequential, negligible","substantial, paramount, crucial"
merge,verb,c1,/mɜːdʒ/,/mɜːrdʒ/,to combine or make two or more things combine to form a single thing,The banks are set to merge next year.,"Kết hợp, Hợp nhất, Sáp nhập","integrate, amalgamate, consolidate","disperse, dismantle, segregate"
merger,noun,c1,/ˈmɜːdʒə(r)/,/ˈmɜːrdʒər/,the act of joining two or more organizations or businesses into one,"If the merger goes through, thousands of jobs will be lost.","Sáp nhập, Hợp nhất, Hợp nhất doanh nghiệp","amalgamation, consolidation, integration","demerger, divestiture, fragmentation"
merit,noun,c1,/ˈmerɪt/,/ˈmerɪt/,the quality of being good and of deserving praise or reward,a work of outstanding artistic merit,"Công lao, Giá trị, Ưu điểm","worthiness, excellence, distinction","demerit, inadequacy, deficiency"
methodology,noun,c1,/ˌmeθəˈdɒlədʒi/,/ˌmeθəˈdɑːlədʒi/,a set of methods and principles used to perform a particular activity,recent changes in the methodology of language teaching,"Phương pháp luận, Hệ phương pháp, Khung phương pháp","framework, paradigm, doctrine","arbitrariness, improvisation, haphazardness"
midst,noun,c1,/mɪdst/,/mɪdst/,the middle part of something,"in the midst of something, Such beauty was unexpected in the midst of the city.","giữa, trong, lòng","core, heart, nucleus","periphery, exterior, fringe"
migration,noun,c1,/maɪˈɡreɪʃn/,/maɪˈɡreɪʃn/,the movement every year of large numbers of birds or animals from one place to another,the seasonal migration of blue whales,"Di cư, Sự di cư, Cuộc di cư","exodus, trek, voyage","sedentariness, stasis, permanence"
militant,adjective,c1,/ˈmɪlɪtənt/,/ˈmɪlɪtənt/,"using, or willing to use, force or strong pressure to achieve your aims, especially to achieve social or political change",militant groups/leaders,"hiếu chiến, quá khích, cực đoan","aggressive, belligerent, zealous","conciliatory, acquiescent, compliant"
militant,noun,c1,/ˈmɪlɪtənt/,/ˈmɪlɪtənt/,"a person who uses, or is willing to use, force or strong pressure to achieve their aims, especially to achieve social or political change",Student militants were fighting with the police.,"Phần tử cực đoan, Người hiếu chiến, Chiến binh","extremist, radical, zealot","pacifist, moderate, conciliatory"
mill,noun,c1,/mɪl/,/mɪl/,a building fitted with equipment for grinding grain into flour; a machine for grinding grain,The old mill has been converted into apartments.,"Nhà máy xay xát, Máy xay bột, Cối xay","processor, factory, plant","wilderness, depository, preserve"
minimal,adjective,c1,/ˈmɪnɪml/,/ˈmɪnɪml/,very small in size or amount; as small as possible,The work was carried out at minimal cost.,"Tối thiểu, Nhỏ nhất, Tối giản","scant, meagre, insignificant","substantial, copious, abundant"
minimize,verb,c1,/ˈmɪnɪmaɪz/,/ˈmɪnɪmaɪz/,"to reduce something, especially something bad, to the lowest possible level",Good hygiene helps to minimize the risk of infection.,"Giảm thiểu, Tối thiểu hóa, Hạn chế đến mức thấp nhất","mitigate, alleviate, curtail","maximize, exacerbate, augment"
mining,noun,c1,/ˈmaɪnɪŋ/,/ˈmaɪnɪŋ/,the process of getting coal and other minerals from under the ground; the industry involved in this,coal/diamond/gold/tin mining,"Khai thác mỏ, Khai khoáng, Ngành khai thác mỏ","extraction, excavation, quarrying","preservation, conservation, reclamation"
